Ubicación;Latitud;Longitud;Familia;Genero-ESPECIE
E30, Ecuador;-0,93225;-78,65891111;Apidae;Bombus funebris
Chontapunta;-0,90725013;-77,26238821;Apidae;Trigona chanchamayoensis
Yaruqui, Ecuador;-0,211822222;-78,33334444;Apidae;Apis mellifera
Santa Cruz, Ecuador;-0,755997223;-90,32661358;Apidae;Xylocopa darwini
San Cristobal, Ecuador;-1,251483222;-90,39796515;Apidae;Xylocopa darwini
Itchimbia, Quito, Ecuador;-0,1978847;-78,4569281;Apidae;Apis mellifera
CantÃ³n de Naranjito, Ecuador;-2,124093;-79,41625;Apidae;Eulaema cingulata
Riobamba, Chimborazo, EC;-1,750766667;-78,627975;Apidae;Apis mellifera
7M3P+V43, Puerto Ayora, Ecuador;-0,745302505;-90,31496275;Apidae;Xylocopa darwini
Parque La Carolina;-0,187341572;-78,48406233;Apidae;Thygater aethiops
Tanicuchi, Ecuador;-0,752274944;-78,66558075;Apidae;Bombus funebris
Monteverde, Ecuador;-2,022314048;-80,7282715;Apidae;Apis mellifera
6MWP+6V6, Puerto Ayora, Ecuador;-0,754416541;-90,31295311;Apidae;Xylocopa darwini
JardÃ­n BotÃ¡nico;-0,186441696;-78,48641831;Apidae;Xylocopa viridigastra
INTERIOR PARQUE, PASAJE # 34, Rumipamba, E6-264, Quito 170135, Ecuador;-0,186513109;-78,48522138;Apidae;Xylocopa viridigastra
Hospital Eugenio Espejo;-0,215519009;-78,49774495;Apidae;Apis mellifera
Cuenca, Ecuador;-2,915123301;-79,35805346;Apidae;Bombus rubicundus
Cuenca, Ecuador;-2,915412567;-79,35597465;Apidae;Bombus rubicundus
Cuenca, Ecuador;-2,915198587;-79,35636602;Apidae;Bombus rubicundus
Cuenca, Ecuador;-2,891337836;-79,29266746;Apidae;Bombus rubicundus
Belisario Quevedo (Guanailin), Ecuador;-0,967697222;-78,57845556;Apidae;Bombus robustus
Belisario Quevedo, Ecuador;-0,17485778;-78,54665375;Apidae;Bombus funebris
RGFQ+FJC, Quito, Ecuador;-0,1763001;-78,4609854;Apidae;Bombus funebris
Santa Cruz, Parque Nacional GalÃ¡pagos, EC-GA, EC;-0,583917104;-90,16343135;Apidae;Xylocopa darwini
La Primavera, Quito, Ecuador;-0,2151522;-78,4320385;Apidae;Apis mellifera
Quito, Ecuador;-0,114017158;-78,43195058;Apidae;Apis mellifera
Licto, Ecuador;-1,750737917;-78,62714779;Apidae;Apis mellifera
Quito, Ecuador;-0,113754301;-78,43193449;Apidae;Apis mellifera
Quito, Ecuador;-0,113674506;-78,43184194;Apidae;Apis mellifera
Pedro Moncayo, Ecuador;0,134064928;-78,26146881;Apidae;Bombus rubicundus
QGH2+FW4, Quito 170136, Ecuador;-0,221047673;-78,49842958;Apidae;Xylocopa viridigastra
Genovesa, Ecuador;0,308356696;-89,94341345;Apidae;Xylocopa darwini
Licto, Ecuador;-1,750759029;-78,62785555;Apidae;Apis mellifera
Puerto Ayora, Ecuador;-0,745613889;-90,31858611;Apidae;Xylocopa darwini
El Pangui, Ecuador;-3,645722695;-78,59936239;Apidae;Apis mellifera
El Pangui, Ecuador;-3,648899629;-78,60011722;Apidae;Eulaema speciosa
El Pangui, Ecuador;-3,671333658;-78,61268172;Apidae;Xylocopa similis
El Pangui, Ecuador;-3,652984264;-78,60236646;Apidae;Bombus transversalis
Santo Domingo, Santo Domingo de los Colorados, EC;-0,364885158;-79,27003297;Apidae;Xylocopa frontalis
Puerto Ayora, Ecuador;-0,745802778;-90,31726944;Apidae;Xylocopa darwini
GalÃ¡pagos Islands;-0,953048847;-90,96560195;Apidae;Xylocopa darwini
zona1, Quito, Ecuador;-0,167918784;-78,48239165;Apidae;Apis mellifera
Santa Cruz, Ecuador;-0,44041982;-90,2672826;Apidae;Xylocopa darwini
Plaza Gutierrez (Calvario), Ecuador;0,3152025;-78,35729194;Apidae;Bombus rubicundus
Isla de San CristÃ³bal, Ecuador;-0,8674715;-89,436391;Apidae;Xylocopa darwini
Isla de San CristÃ³bal, Ecuador;-0,8674715;-89,436391;Apidae;Xylocopa darwini
Isla de San CristÃ³bal, Ecuador;-0,8674715;-89,436391;Apidae;Xylocopa darwini
Isla de San CristÃ³bal, Ecuador;-0,8674715;-89,436391;Apidae;Xylocopa darwini
Orellana, Parque Nacional YasunÃ­, EC-OR, EC;-0,524919066;-76,38428628;Apidae;Bombus transversalis
Quito, EC-PI, EC;-0,211108163;-78,48842597;Apidae;Apis mellifera
Parque Nacional Cayambe â€“ Coca, Quijos, Napo, EC;-0,380846667;-78,160775;Apidae;Bombus rubicundus
8WVH+GQP Parque Nacional YasunÃ­, Ecuador;-0,5380687;-76,37882296;Apidae;Bombus transversalis
El Giron, Quito 170143, Ecuador;-0,210388726;-78,48926331;Apidae;Apis mellifera
El Giron, Quito 170143, Ecuador;-0,210368183;-78,48941064;Apidae;Apis mellifera
Av. LadrÃ³n de Guevara E11-253, Quito 170525, Ecuador;-0,2123474;-78,4906043;Apidae;Apis mellifera
Av. LadrÃ³n de Guevara E11-253, Quito 170525, Ecuador;-0,2123474;-78,4906043;Apidae;Apis mellifera
QGQ6+PQW, Quito 170143, Ecuador;-0,210430559;-78,48831933;Apidae;Apis mellifera
Av. LadrÃ³n de Guevara E11-253, Quito 170525, Ecuador;-0,2123474;-78,4906043;Apidae;Apis mellifera
Av. LadrÃ³n de Guevara E11-253, Quito 170525, Ecuador;-0,2123474;-78,4906043;Apidae;Apis mellifera
El Giron, Quito 170143, Ecuador;-0,212350078;-78,49058109;Apidae;Apis mellifera
SangolquÃ­;-0,33016268;-78,45107283;Apidae;Apis mellifera
MarÃ­a Isabel S5-240 y, Quito 171103, Ecuador;-0,31097;-78,43762;Apidae;Apis mellifera
Parque Bicentenario, Quito, Pichincha, EC;-0,14646686;-78,48654966;Apidae;Apis mellifera
N73, Quito, Pichincha, EC;-0,104627833;-78,467895;Apidae;Apis mellifera
Licto, Ecuador;-1,749448333;-78,62912;Apidae;Apis mellifera
Santa Cruz Island;-0,639356628;-90,33718888;Apidae;Xylocopa darwini
Chambo, Chimborazo, EC;-1,747055;-78,62853833;Apidae;Apis mellifera
Conocoto, Quito, Ecuador;-0,28484348;-78,47574495;Apidae;Apis mellifera
Quito, EC-PI, EC;-0,239226667;-78,47856167;Apidae;Apis mellifera
Quito, EC-PI, EC;-0,23916347;-78,4788585;Apidae;Apis mellifera
Calacali, Ecuador;0,025991667;-78,48287778;Apidae;Apis mellifera
San Juan, Quito, Ecuador;-0,211494383;-78,50657813;Apidae;Apis mellifera
Museo Interactivo de Ciencia;-0,236133302;-78,51572111;Apidae;Bombus funebris
PASAJE # 34, INTERIOR PARQUE, Rumipamba E6-264 Y, Quito 170135, Ecuador;-0,186364918;-78,4855295;Apidae;Apis mellifera
Metropolitan District of Quito, Ecuador;-0,122052495;-78,58925392;Apidae;Bombus rubicundus
Santa Cruz, EC-GA, EC;-0,742076397;-90,31056976;Apidae;Xylocopa darwini
RH4G+F4C, Quito 170902, Ecuador;-0,193413889;-78,42563611;Apidae;Apis mellifera
Riobamba, EC-CB, EC;-1,75060517;-78,62632275;Apidae;Apis mellifera
Chambo, Chimborazo, EC;-1,742815407;-78,545088;Apidae;Apis mellifera
Riobamba, EC-CB, EC;-1,749423333;-78,62856167;Apidae;Apis mellifera
Tanicuchi, Ecuador;-0,753570028;-78,66506956;Apidae;Apis mellifera
MHP3+M8R, SangolquÃ­ 171103, Ecuador;-0,31317;-78,44723167;Apidae;Apis mellifera
San Cristobal, Ecuador;0,307834958;-89,94353577;Apidae;Xylocopa darwini
EstaciÃ³n Experimental Tunshi - Espoch;-1,750481215;-78,62672165;Apidae;Apis mellifera
Licto;-1,750283495;-78,62736572;Apidae;Apis mellifera
San Cristobal, Ecuador;0,318495;-89,94970667;Apidae;Xylocopa darwini
San Cristobal, Ecuador;0,318251667;-89,94962333;Apidae;Xylocopa darwini
Nono, Ecuador;-0,1192189;-78,5864942;Apidae;Bombus funebris
Conocoto, Quito, Ecuador;-0,284566667;-78,47567167;Apidae;Apis mellifera
Isla Isabela, Ecuador;-0,8292374;-91,135302;Apidae;Xylocopa darwini
Conocoto;-0,30694919;-78,50190002;Apidae;Apis mellifera
Santa Cruz, Ecuador;-0,62546;-90,38564333;Apidae;Xylocopa darwini
Tanicuchi, Ecuador;-0,753429972;-78,66510772;Apidae;Apis mellifera
Parque Nacional GalÃ¡pagos, Santa Cruz, Galapagos, EC;-0,700566667;-90,32248667;Apidae;Xylocopa darwini
Jacinto JijÃ³n y CaamaÃ±o, Quito, Pichincha, EC;-0,148283333;-78,478745;Apidae;Apis mellifera
Riobamba, EC-CB, EC;-1,659553333;-78,67840667;Apidae;Apis mellifera
Parque Nacional GalÃ¡pagos, Santa Cruz, Galapagos, EC;-0,709653333;-90,32256333;Apidae;Xylocopa darwini
El Triunfo, Ecuador;-2,283377528;-79,2050881;Apidae;Apis mellifera
Licto, Ecuador;-1,75027449;-78,62617172;Apidae;Apis mellifera
Itchimbia, Quito, Pichincha, EC;-0,219186667;-78,49806167;Apidae;Apis mellifera
Gil Ramirez Davalos, Cuenca, Ecuador;-2,897597333;-79,01129711;Apidae;Apis mellifera
Cotacachi, Imbabura, EC;0,37385108;-78,45607262;Apidae;Bombus hortulanus
Riobamba, EC-CB, EC;-1,750261667;-78,62665333;Apidae;Apis mellifera
Bosque Protegido - La Florida, Quito, Pichincha, EC;-0,145468396;-78,51033167;Apidae;Apis mellifera
Lican, Ecuador;-1,63076721;-78,72552606;Apidae;Apis mellifera
Parque Nacional GalÃ¡pagos, Santa Cruz, Galapagos, EC;-0,699713333;-90,32651333;Apidae;Xylocopa darwini
San Jose de Poalo, Ecuador;-1,10293808;-78,48371853;Apidae;Apis mellifera
Finca Blanca Rosa, CantÃ³n de Pueblo Viejo, Los RÃ­os, Ecuador;-1,652826859;-79,51681137;Apidae;Apis mellifera
Finca Blanca Rosa, CantÃ³n de Pueblo Viejo, Los RÃ­os, Ecuador;-1,652826859;-79,51681137;Apidae;Apis mellifera
Finca Blanca Rosa, CantÃ³n de Pueblo Viejo, Los RÃ­os, Ecuador;-1,652826859;-79,51681137;Apidae;Apis mellifera
Cuenca, Ecuador;-2,891574507;-79,09769805;Apidae;Bombus rubicundus
Pujili, Cotopaxi, EC;-0,867846565;-78,91271594;Apidae;Bombus funebris
San Roque, Ecuador;-3,726135;-79,669708;Apidae;Apis mellifera
Parque Nacional GalÃ¡pagos, Santa Cruz, Galapagos, EC;-0,745311667;-90,314925;Apidae;Xylocopa darwini
Tanicuchi, Ecuador;-0,753528;-78,66545867;Apidae;Bombus robustus
Tanicuchi, Ecuador;-0,753684972;-78,66492461;Apidae;Bombus robustus
Cotacachi, Ecuador;0,370719444;-78,416625;Apidae;Bombus hortulanus
San Roque, Ecuador;-3,726135;-79,669708;Apidae;Trigona fulviventris
San Roque, Ecuador;-3,726135;-79,669708;Apidae;Apis mellifera
San Miguel de Urcuqui, Ecuador;0,419114;-78,186761;Apidae;Apis mellifera
MX6V+CG9, San SebastiÃ¡n del Coca, Ecuador;-0,33865;-77,00648167;Apidae;Tetragonisca angustula
Unnamed Road, VCQ8+832, Quito, Ecuador;-0,1117394;-78,5848561;Apidae;Bombus rubicundus
V48M+RFP, SamborondÃ³n 092301, Ecuador;-2,132493;-79,86574553;Apidae;Apis mellifera
Punta Blanca, Ecuador;-2,157567514;-80,78891862;Apidae;Apis mellifera
Punta Blanca, Ecuador;-2,157554716;-80,7888918;Apidae;Apis mellifera
RGFQ+FJC, Quito, Ecuador;-0,1763001;-78,4609854;Apidae;Bombus funebris
Cuenca, EC-AZ, EC;-2,84913691;-79,14090066;Apidae;Bombus robustus
Mera, EC-PA, EC;-1,573496667;-78,027095;Apidae;Euglossa rufipes
Calacali, Ecuador;0,050125451;-78,55636563;Apidae;Bombus hortulanus
Entrada Principal CEASA, PujilÃ­, Provincia de Cotopaxi, EC;-1,000186112;-78,62322167;Apidae;Bombus robustus
Metropolitan District of Quito, Ecuador;-0,11828543;-78,58970944;Apidae;Bombus rubicundus
San Roque, Ecuador;-3,726135;-79,669708;Apidae;Apis mellifera
Entrada Principal CEASA, PujilÃ­, Provincia de Cotopaxi, EC;-1,000194445;-78,62320833;Apidae;Apis mellifera
Salache;-0,993029452;-78,62679809;Apidae;Apis mellifera
V24Q+JF3, Guayaquil, Ecuador;-2,143552972;-79,961618;Apidae;Apis mellifera
MHP3+9PG, SangolquÃ­ 171103, Ecuador;-0,314294;-78,44598;Apidae;Apis mellifera
San Cristobal, Ecuador;-1,227159626;-90,42874043;Apidae;Xylocopa darwini
7M5Q+V55, Santa Cruz 200253, Ecuador;-0,739905;-90,3121109;Apidae;Xylocopa darwini
Metropolitan District of Quito, Ecuador;-0,116376139;-78,58882904;Apidae;Bombus rubicundus
Reserva GeobotÃ¡nica Pululahua;0,025089047;-78,48304208;Apidae;Apis mellifera
QFJH+WJ5, Quito 170130, Ecuador;-0,218130556;-78,51996389;Apidae;Apis mellifera
RG9Q+47V, Quito, Ecuador;-0,18420437;-78,46156541;Apidae;Apis mellifera
Santa Cruz, Ecuador;-0,445192689;-90,26966231;Apidae;Xylocopa darwini
Gualaquiza, EC-MS, EC;-3,32164957;-78,84481772;Apidae;Apis mellifera
San Antonio de Pichincha, Ecuador;-0,001089743;-78,45477561;Apidae;Apis mellifera
San Antonio de Pichincha, Ecuador;-0,000993854;-78,45454511;Apidae;Apis mellifera
Isabela, Ecuador;-0,945653686;-90,97484012;Apidae;Xylocopa darwini
Parque ItchimbÃ­a;-0,222317354;-78,49909913;Apidae;Apis mellifera
H68H+C2H, Montufar, Ecuador;0,565271073;-77,77392503;Apidae;Apis mellifera
Otavalo, Ecuador;0,228407699;-78,25055324;Apidae;Apis mellifera
Tababela, Quito, Ecuador;-0,182064179;-78,34796122;Apidae;Apis mellifera
RGFQ+FJC, Quito, Ecuador;-0,1763001;-78,4609854;Apidae;Apis mellifera
Charles Darwin Foundation, Santa Cruz, Galapagos, EC;-0,741515207;-90,30307742;Apidae;Xylocopa darwini
RCFQ+GJ4, PÃ­llaro, Ecuador;-1,176710248;-78,56056976;Apidae;Apis mellifera
Parque Nacional YasunÃ­, Aguarico, Orellana, EC;-1,112136615;-75,80727258;Apidae;Bombus transversalis
Parque Nacional GalÃ¡pagos, Santa Cruz, Galapagos, EC;-0,711503333;-90,32236333;Apidae;Xylocopa darwini
Quito;-0,180652178;-78,46783832;Apidae;Bombus robustus
Provincia de, 69XF+R82, Chambo, Ecuador;-1,7504813;-78,6267216;Apidae;Apis mellifera
Guayaquil, Guayas, EC;-2,0796195;-79,90882167;Apidae;Apis mellifera
SangolquÃ­;-0,33016268;-78,45107283;Apidae;Apis mellifera
Cuenca, Ecuador;-2,873661568;-79,07100736;Apidae;Thygater aethiops
Latacunga, EC-CT, EC;-0,75208;-78,66567992;Apidae;Bombus robustus
Parque Nacional Cotopaxi, EC-CT-LA, EC-CT, EC;-0,589613333;-78,50488333;Apidae;Bombus funebris
RumiÃ°ahui, Ecuador;-0,434092086;-78,41795228;Apidae;Apis mellifera
MHP4+CFQ, SangolquÃ­ 171103, Ecuador;-0,313704;-78,44357497;Apidae;Apis mellifera
Tanicuchi, Ecuador;-0,753750028;-78,66516875;Apidae;Bombus robustus
Tanicuchi, Ecuador;-0,75391;-78,66487119;Apidae;Bombus robustus
Limoncocha, Ecuador;-0,513167222;-76,37214361;Apidae;Trigona chanchamayoensis
Mulalo, Ecuador;-0,673868356;-78,56958993;Apidae;Bombus funebris
171103, Ecuador;-0,315642772;-78,44559845;Apidae;Apis mellifera
Nono, Ecuador;-0,116944444;-78,58944444;Apidae;Bombus rubicundus
Riobamba, EC-CB, EC;-1,663279744;-78,63106716;Apidae;Apis mellifera
Tena;-0,996297231;-77,81360362;Apidae;Apis mellifera
EstaciÃ³n Experimental Tunshi - Espoch;-1,750481215;-78,62672165;Apidae;Apis mellifera
170902, Ecuador;-0,199247222;-78,43609167;Apidae;Apis mellifera
San Vicente, Ecuador;-0,486266201;-80,39627912;Apidae;Apis mellifera
493R+RGR, Puerto Baquerizo Moreno, Ecuador;-0,8947927;-89,6091415;Apidae;Xylocopa darwini
EstaciÃ³n Experimental Tunshi - Espoch;-1,750481215;-78,62672165;Apidae;Apis mellifera
Aloasi, Ecuador;-0,556508333;-78,59323833;Apidae;Bombus robustus
Tanicuchi, Ecuador;-0,753882972;-78,66520689;Apidae;Bombus robustus
Provincia de, 69XF+R82, Chambo, Ecuador;-1,7504813;-78,6267216;Apidae;Apis mellifera
Pajan, Ecuador;-1,653139399;-80,28301544;Apidae;Apis mellifera
SangolquÃ­;-0,33016268;-78,45107283;Apidae;Apis mellifera
SangolquÃ­;-0,33016268;-78,45107283;Apidae;Apis mellifera
SangolquÃ­;-0,33016268;-78,45107283;Apidae;Apis mellifera
Santa Cruz, EC-GA, EC;-1,277225018;-90,48831177;Apidae;Xylocopa darwini
Santo Domingo Canton, Ecuador;-0,272907609;-79,09977618;Apidae;Eulaema cingulata
Panamericana Sur, Quito 170146, Ecuador;-0,311880695;-78,5334656;Apidae;Apis mellifera
Quito, EC-PI, EC;-0,311829734;-78,53352159;Apidae;Bombus robustus
Cosanga, Ecuador;-0,632416667;-77,88258889;Apidae;Apis mellifera
Playas;-2,644178997;-80,41880842;Apidae;Apis mellifera
RH32+6WG, Quito 170157, Ecuador;-0,196186107;-78,44619457;Apidae;Apis mellifera
Tanicuchi, Ecuador;-0,753365;-78,66548919;Apidae;Apis mellifera
Tanicuchi, Ecuador;-0,753351972;-78,66548156;Apidae;Apis mellifera
Parque Metropolitano Equinoccial;-0,041708682;-78,44606381;Apidae;Apis mellifera
RÃ­o Alaquez;-0,870109021;-78,61207008;Apidae;Bombus robustus
Tanicuchi, Ecuador;-0,753304972;-78,66540525;Apidae;Apis mellifera
Urb. Terra Nostra, Guayaquil, Ecuador;-2,188964918;-80,00107985;Apidae;Apis mellifera
E585, Atahualpa, El Oro, EC;-3,506648282;-79,72649026;Apidae;Apis mellifera
Isabela, Parque Nacional GalÃ¡pagos, EC-GA, EC;-0,82263187;-91,08878416;Apidae;Xylocopa darwini
Isabela, Parque Nacional GalÃ¡pagos, EC-GA, EC;-0,813386757;-91,08748949;Apidae;Xylocopa darwini
Quito Botanical Gardens;-0,189044766;-78,4850068;Apidae;Bombus robustus
Chambo, Chimborazo, EC;-1,750112837;-78,62751698;Apidae;Apis mellifera
Bioparque Yana Cocha;-1,46391443;-77,99454711;Apidae;Xylocopa similis
Ibarra;0,321463076;-78,12384032;Apidae;Apis mellifera
Yacuambi Canton, Ecuador;-3,57796;-79,018342;Apidae;Bombus rubicundus
Pajan, Ecuador;-1,654739799;-80,28434929;Apidae;Apis mellifera
Tanicuchi, Ecuador;-0,751759972;-78,66616058;Apidae;Bombus funebris
Puerto Ayora, Ecuador;-0,742397222;-90,30429167;Apidae;Xylocopa darwini
Reserva Ecologica Antisana;-0,551611567;-78,15644324;Apidae;Bombus rubicundus
VÃ­a La Costa, Ecuador;-2,18198184;-79,99565877;Apidae;Apis mellifera
Turubamaba, Ecuador;-0,345672222;-78,51796389;Apidae;Apis mellifera
Reserva EcolÃ³gica Cotacachi-Cayapas, Cotacachi, Imbabura, EC;0,315541667;-78,364495;Apidae;Bombus rubicundus
PC7W+QJW, Quito 170146, Ecuador;-0,286220016;-78,55235606;Apidae;Apis mellifera
Cotopaxi National Park, Mejia, Pichincha, EC;-0,586088333;-78,48918;Apidae;Bombus funebris
Atacazo;-0,353611139;-78,61750022;Apidae;Bombus robustus
Cotacachi, Laguna de cuicocha;0,361629782;-78,12871456;Apidae;Bombus rubicundus
Condor Machay Cascadas;-0,48521017;-78,42983376;Apidae;Apis mellifera
Amaguana, Ecuador;-0,381874889;-78,51163483;Apidae;Xylocopa viridigastra
MejÃ­a, Ecuador;-0,6122669;-78,47390796;Apidae;Bombus funebris
BahÃ­a de CarÃ¡quez, Sucre, ManabÃ­, EC;-0,612296188;-80,45339353;Apidae;Apis mellifera
Papallacta, Ecuador;-0,35236293;-78,15544512;Apidae;Bombus rubicundus
Jtm-09, Guayaquil 090512, Ecuador;-2,149988889;-79,90341389;Apidae;Apis mellifera
Jipijapa, ManabÃ­, EC;-1,539333333;-80,81144667;Apidae;Apis mellifera
MHM4+M92, SangolquÃ­ 171103, Ecuador;-0,315068117;-78,44383758;Apidae;Apis mellifera
Latacunga, Ecuador;-0,753421652;-78,66509218;Apidae;Apis mellifera
Latacunga, Ecuador;-0,752285214;-78,66558523;Apidae;Bombus robustus
ACAPULCO;-1,383798465;-78,63490876;Apidae;Apis mellifera
Latacunga, Ecuador;-0,754841908;-78,66434338;Apidae;Bombus robustus
Latacunga, Ecuador;-0,754841908;-78,66434338;Apidae;Bombus robustus
Latacunga, Ecuador;-0,753729217;-78,66508435;Apidae;Bombus robustus
Latacunga, Ecuador;-0,752248331;-78,66545007;Apidae;Bombus funebris
Latacunga, Ecuador;-0,752248331;-78,66545007;Apidae;Bombus robustus
Latacunga, Ecuador;-0,75362789;-78,66495603;Apidae;Bombus robustus
9 de Mayo Eje Central N-S, Machala, El Oro, EC;-3,242136667;-79,94260333;Apidae;Apis mellifera
7M5W+59G, Puerto Ayora, Ecuador;-0,742153856;-90,30425604;Apidae;Xylocopa darwini
Quijos, Ecuador;-0,38082;-78,06866;Apidae;Bombus rubicundus
Guayaquil, Ecuador;-2,645998681;-80,34217927;Apidae;Apis mellifera
S41 Y Mariscal Sucre, Quito 170146, Ecuador;-0,303053083;-78,55840989;Apidae;Apis mellifera
Nanegal, Ecuador;0,1208109;-78,5976049;Apidae;Apis mellifera
Quito, EC-PI, EC;-0,45813644;-78,31942907;Apidae;Bombus funebris
SangolquÃ­;-0,33016268;-78,45107283;Apidae;Apis mellifera
SangolquÃ­;-0,33016268;-78,45107283;Apidae;Apis mellifera
SangolquÃ­;-0,33016268;-78,45107283;Apidae;Apis mellifera
Puyango, Loja, EC;-3,984026553;-80,0403433;Apidae;Xylocopa frontalis
Quito, Ecuador;-0,197026304;-78,43640082;Apidae;Apis mellifera
Via Acuario, Quito, Pichincha, EC;-0,198159847;-78,41963547;Apidae;Apis mellifera
Tanicuchi, Ecuador;-0,746102944;-78,67118833;Apidae;Bombus robustus
Tanicuchi, Ecuador;-0,746434972;-78,67101286;Apidae;Bombus robustus
Latacunga, EC-CT, EC;-0,753719944;-78,66490936;Apidae;Bombus funebris
Latacunga, EC-CT, EC;-0,753706972;-78,66490172;Apidae;Bombus robustus
Latacunga, EC-CT, EC;-0,754103;-78,66481017;Apidae;Bombus robustus
Latacunga, EC-CT, EC;-0,753676972;-78,6647415;Apidae;Bombus robustus
Tanicuchi, Ecuador;-0,753841972;-78,66470336;Apidae;Bombus robustus
Tanicuchi, Ecuador;-0,753977;-78,66475675;Apidae;Bombus robustus
Latacunga, EC-CT, EC;-0,752327972;-78,665596;Apidae;Bombus robustus
San Antonio, Ecuador;-0,001943;-78,45800017;Apidae;Xylocopa viridigastra
Nono, Ecuador;-0,117088889;-78,58666111;Apidae;Bombus rubicundus
Ambato Canton, Ecuador;-1,28425;-78,627025;Apidae;Bombus robustus
Avenida La Cocha, Pasaje, El Oro, EC;-3,336113333;-79,70652;Apidae;Apis mellifera
Santa Cruz, EC-GA, EC;-0,762168897;-90,33294765;Apidae;Xylocopa darwini
Pajan, Ecuador;-1,653124109;-80,28303131;Apidae;Apis mellifera
SangolquÃ­;-0,33016268;-78,45107283;Apidae;Apis mellifera
Isabela, Ecuador;-0,391352098;-91,22530547;Apidae;Xylocopa darwini
Guayama San Pedro;-0,82165081;-78,90830532;Apidae;Apis mellifera
SangolquÃ­;-0,33016268;-78,45107283;Apidae;Apis mellifera
Tanicuchi, Ecuador;-0,753610028;-78,66499328;Apidae;Bombus robustus
Puerto Misahualli, Ecuador;-1,044993724;-77,71264091;Apidae;Tetragonisca angustula
Isabela, Ecuador;-0,807596388;-91,08797406;Apidae;Xylocopa darwini
Puerto Ayora, Ecuador;-0,741591271;-90,30642872;Apidae;Xylocopa darwini
Latacunga, EC-CT, EC;-0,753947944;-78,66483306;Apidae;Bombus funebris
Sigchos, EC-CT, EC;-0,856255643;-78,91455855;Apidae;Bombus funebris
W6QM+WQP, Ecuador;-0,05971602;-78,76542069;Apidae;Apis mellifera
Chugchillan, Ecuador;-0,859775982;-78,9141351;Apidae;Bombus funebris
FundaciÃ³n Charles Darwin, Santa Cruz, GalÃ¡pagos, EC;-0,742238333;-90,30555;Apidae;Xylocopa darwini
RH5F+7GW, Quito 170157, Ecuador;-0,1917704;-78,426165;Apidae;Apis mellifera
RGFQ+FJC, Quito, Ecuador;-0,1763001;-78,4609854;Apidae;Apis mellifera
VÃ­a La Costa, Ecuador;-2,180428508;-80,01860986;Apidae;Apis mellifera
RH27+WP6, Quito 170902, Ecuador;-0,197874548;-78,43557704;Apidae;Apis mellifera
Tanicuchi, Ecuador;-0,753880056;-78,66535186;Apidae;Bombus robustus
Tanicuchi, Ecuador;-0,753986972;-78,66488647;Apidae;Bombus robustus
Latacunga, Ecuador;-0,754849364;-78,66532072;Apidae;Bombus robustus
Latacunga, Ecuador;-0,754532322;-78,66513776;Apidae;Bombus robustus
Rumipamba, Ecuador;-0,46823338;-78,43241103;Apidae;Apis mellifera
Rumipamba, Ecuador;-0,468211111;-78,43237222;Apidae;Bombus funebris
San Roque, Ecuador;-3,726135;-79,669708;Apidae;Apis mellifera
San Roque, Ecuador;-3,726135;-79,669708;Apidae;Apis mellifera
SimÃ³n BolÃ­var, Quito, Ecuador;-0,204322222;-78,49066389;Apidae;Apis mellifera
Tanicuchi, Ecuador;-0,75383;-78,66493986;Apidae;Bombus robustus
UNIVERSIDAD TÃ‰CNICA DE MACHALA;-3,28623062;-79,91004299;Apidae;Apis mellifera
R262+Q47, Guayaquil, Ecuador;-2,188769594;-80,00079554;Apidae;Apis mellifera
Tanicuchi, Ecuador;-0,752011972;-78,66567228;Apidae;Bombus robustus
De las Acacias, Quito, Pichincha, EC;-0,189311667;-78,431795;Apidae;Apis mellifera
Casacay, Ecuador;-3,336488889;-79,73835833;Apidae;Calloceratina
Latacunga, Ecuador;-0,753907188;-78,66482932;Apidae;Bombus funebris
Latacunga, Ecuador;-0,753907188;-78,66482932;Apidae;Apis mellifera
Latacunga, Ecuador;-0,753907188;-78,66482932;Apidae;Bombus robustus
Tanicuchi, Ecuador;-0,753377;-78,66545867;Apidae;Apis mellifera
Quito, EC-PI, EC;-0,183211346;-78,53837715;Apidae;Bombus funebris
Machala;-3,258110663;-79,95539244;Apidae;Apis mellifera
Parroquia Providencia, Ecuador;-3,272446557;-79,92999528;Apidae;Apis mellifera
Saul Quezada, Quito, Pichincha, EC;-0,087388833;-78,42685833;Apidae;Apis mellifera
CantÃ³n San Miguel de Los Bancos, Ecuador;-0,052442252;-78,775198;Apidae;Apis mellifera
Luna Trail (L), Quito, Pichincha, EC;-0,01356945;-78,68667;Apidae;Bombus hortulanus
San Miguel de UrcuquÃ­, EC-IM, EC;0,515631667;-78,24038333;Apidae;Apis mellifera
Bosque Protegido - La Florida, Quito, Pichincha, EC;-0,146966029;-78,51091349;Apidae;Bombus robustus
RGFQ+FJC, Quito, Ecuador;-0,1763001;-78,4609854;Apidae;Apis mellifera
Lagunas de Mojanda, Ecuador;0,13448349;-78,26070674;Apidae;Bombus funebris
La Merced, Ecuador;-0,2964967;-78,3989063;Apidae;Apis mellifera
Tanicuchi, Ecuador;-0,755532;-78,66203306;Apidae;Bombus funebris
Mallorca, Quito, Pichincha, EC;-0,20957269;-78,48259254;Apidae;Apis mellifera
PJ32+8X4, Quito, Ecuador;-0,2965538;-78,3984768;Apidae;Apis mellifera
